"Date","WL"
"1936-03-12",73.886
"1936-03-13",73.941
"1936-03-14",73.935
"1936-03-15",73.932
"1936-03-16",73.95
"1936-03-17",74.005
"1936-03-18",74.035
"1936-03-19",74.057
"1936-03-20",74.075
"1936-03-21",74.142
"1936-03-22",74.179
"1936-03-23",74.127
"1936-03-24",74.136
"1936-03-25",74.173
"1936-03-26",74.191
"1936-03-27",74.206
"1936-03-28",74.264
"1936-03-29",74.27
"1936-03-30",74.285
"1936-03-31",74.349
"1936-04-01",74.325
"1936-04-02",74.331
"1936-04-03",74.416
"1936-04-04",74.389
"1936-04-05",74.362
"1936-04-06",74.41
"1936-04-07",74.453
"1936-04-08",74.401
"1936-04-09",74.41
"1936-04-10",74.426
"1936-04-11",74.441
"1936-04-12",74.453
"1936-04-13",74.441
"1936-04-14",74.453
"1936-04-15",74.529
"1936-04-16",74.52
"1936-04-17",74.511
"1936-04-18",74.502
"1936-04-19",74.483
"1936-04-20",74.538
"1936-04-21",74.532
"1936-04-22",74.514
"1936-04-23",74.517
"1936-04-24",74.496
"1936-04-25",74.532
"1936-04-26",74.502
"1936-04-27",74.499
"1936-04-28",74.514
"1936-04-29",74.529
"1936-05-01",74.526
"1936-05-02",74.526
"1936-05-03",74.538
"1936-05-04",74.547
"1936-05-05",74.544
"1936-05-06",74.529
"1936-05-07",74.535
"1936-05-08",74.547
"1936-05-09",74.551
"1936-05-10",74.551
"1936-05-11",74.551
"1936-05-12",74.544
"1936-05-13",74.554
"1936-05-14",74.56
"1936-05-15",74.544
"1936-05-16",74.529
"1936-05-17",74.526
"1936-05-18",74.529
"1936-05-19",74.554
"1936-05-20",74.544
"1936-05-21",74.529
"1936-05-22",74.52
"1936-05-23",74.517
"1936-05-24",74.523
"1936-05-25",74.529
"1936-05-26",74.514
"1936-05-27",74.526
"1936-05-28",74.535
"1936-05-29",74.523
"1936-05-30",74.517
"1936-05-31",74.505
"1936-06-01",74.499
"1936-06-02",74.505
"1936-06-03",74.511
"1936-06-04",74.505
"1936-06-05",74.496
"1936-06-06",74.487
"1936-06-07",74.487
"1936-06-08",74.49
"1936-06-09",74.483
"1936-06-10",74.477
"1936-06-11",74.493
"1936-06-12",74.499
"1936-06-13",74.49
"1936-06-14",74.487
"1936-06-15",74.483
"1936-06-16",74.48
"1936-06-17",74.45
"1936-06-18",74.477
"1936-06-19",74.483
"1936-06-20",74.48
"1936-06-21",74.493
"1936-06-22",74.477
"1936-06-23",74.465
"1936-06-24",74.459
"1936-06-25",74.45
"1936-06-26",74.45
"1936-06-27",74.45
"1936-06-28",74.462
"1936-06-29",74.459
"1936-06-30",74.444
"1936-07-01",74.447
"1936-07-02",74.435
"1936-07-03",74.441
"1936-07-04",74.435
"1936-07-05",74.432
"1936-07-06",74.429
"1936-07-07",74.419
"1936-07-08",74.419
"1936-07-09",74.419
"1936-07-10",74.429
"1936-07-11",74.419
"1936-07-12",74.416
"1936-07-13",74.401
"1936-07-14",74.413
"1936-07-15",74.41
"1936-07-16",74.395
"1936-07-17",74.389
"1936-07-18",74.377
"1936-07-19",74.374
"1936-07-20",74.362
"1936-07-21",74.346
"1936-07-22",74.34
"1936-07-23",74.337
"1936-07-24",74.346
"1936-07-25",74.371
"1936-07-26",74.374
"1936-07-27",74.359
"1936-07-28",74.346
"1936-07-29",74.362
"1936-07-30",74.352
"1936-07-31",74.337
"1936-08-01",74.322
"1936-08-02",74.316
"1936-08-03",74.31
"1936-08-04",74.322
"1936-08-05",74.288
"1936-08-06",74.279
"1936-08-07",74.276
"1936-08-08",74.264
"1936-08-09",74.255
"1936-08-10",74.252
"1936-08-11",74.24
"1936-08-12",74.224
"1936-08-13",74.218
"1936-08-14",74.215
"1936-08-15",74.209
"1936-08-16",74.215
"1936-08-17",74.218
"1936-08-18",74.188
"1936-08-19",74.194
"1936-08-20",74.2
"1936-08-21",74.173
"1936-08-22",74.17
"1936-08-23",74.166
"1936-08-24",74.191
"1936-08-25",74.179
"1936-08-26",74.17
"1936-08-27",74.163
"1936-08-28",74.142
"1936-08-29",74.173
"1936-08-30",74.197
"1936-08-31",74.221
"1936-09-01",74.206
"1936-09-02",74.185
"1936-09-03",74.194
"1936-09-04",74.188
"1936-09-05",74.166
"1936-09-06",74.151
"1936-09-07",74.16
"1936-09-08",74.173
"1936-09-09",74.173
"1936-09-10",74.176
"1936-09-11",74.163
"1936-09-12",74.173
"1936-09-13",74.16
"1936-09-14",74.118
"1936-09-15",74.121
"1936-09-16",74.136
"1936-09-17",74.145
"1936-09-18",74.136
"1936-09-19",74.13
"1936-09-20",74.106
"1936-09-21",74.115
"1936-09-22",74.109
"1936-09-23",74.109
"1936-09-24",74.16
"1936-09-25",74.148
"1936-09-26",74.106
"1936-09-27",74.115
"1936-09-28",74.166
"1936-09-29",74.13
"1936-09-30",74.09
"1936-10-01",74.124
"1936-10-02",74.124
"1936-10-03",74.127
"1936-10-04",74.102
"1936-10-05",74.093
"1936-10-06",74.093
"1936-10-07",74.115
"1936-10-08",74.121
"1936-10-09",74.109
"1936-10-10",74.099
"1936-10-11",74.151
"1936-10-12",74.176
"1936-10-13",74.106
"1936-10-14",74.084
"1936-10-15",74.078
"1936-10-16",74.075
"1936-10-17",74.112
"1936-10-18",74.136
"1936-10-19",74.09
"1936-10-20",74.078
"1936-10-21",74.078
"1936-10-22",74.093
"1936-10-23",74.075
"1936-10-24",74.078
"1936-10-25",74.057
"1936-10-26",74.106
"1936-10-27",74.075
"1936-10-28",74.063
"1936-10-29",74.063
"1936-10-30",74.121
"1936-10-31",74.042
"1936-11-01",74.057
"1936-11-02",74.048
"1936-11-03",74.081
"1936-11-04",74.102
"1936-11-05",74.109
"1936-11-06",74.084
"1936-11-07",74.093
"1936-11-08",74.109
"1936-11-09",74.093
"1936-11-10",74.13
"1936-11-11",74.078
"1936-11-12",74.081
"1936-11-13",74.093
"1936-11-14",74.078
"1936-11-15",74.124
"1936-11-16",74.136
"1936-11-17",74.106
"1936-11-18",74.096
"1936-11-19",74.057
"1936-11-20",74.063
"1936-11-21",74.081
"1936-11-22",74.087
"1936-11-23",74.066
"1936-11-24",74.035
"1936-11-25",74.035
"1936-11-26",74.087
"1936-11-27",74.057
"1936-11-28",74.02
"1936-11-29",74.078
"1936-11-30",74.051
"1936-12-01",73.996
"1936-12-02",73.996
"1936-12-03",74.023
"1936-12-04",74.038
"1936-12-05",74.02
"1936-12-06",73.959
"1936-12-07",74.042
"1936-12-08",73.984
"1936-12-09",73.962
"1936-12-10",73.962
"1936-12-11",73.999
"1936-12-12",73.993
"1936-12-13",73.987
"1936-12-14",73.987
"1936-12-15",73.999
"1936-12-16",73.962
"1936-12-17",74.005
"1936-12-18",73.984
"1936-12-19",73.935
"1936-12-20",74.042
"1936-12-21",74.063
"1936-12-22",74.023
"1936-12-23",73.984
"1936-12-24",73.996
"1936-12-25",73.987
"1936-12-26",73.996
"1936-12-27",73.993
"1936-12-28",74.051
"1936-12-29",73.993
"1936-12-30",73.978
"1936-12-31",74.023
"1937-01-01",74.048
"1937-01-02",73.987
"1937-01-03",74.06
"1937-01-04",74.042
"1937-01-05",74.06
"1937-01-06",74.011
"1937-01-07",74.002
"1937-01-08",74.038
"1937-01-09",74.09
"1937-01-10",74.081
"1937-01-11",74.075
"1937-01-12",74.096
"1937-01-13",74.063
"1937-01-14",74.084
"1937-01-15",74.163
"1937-01-16",74.166
"1937-01-17",74.109
"1937-01-18",74.179
"1937-01-19",74.2
"1937-01-20",74.13
"1937-01-21",74.194
"1937-01-22",74.234
"1937-01-23",74.24
"1937-01-24",74.2
"1937-01-25",74.304
"1937-01-26",74.31
"1937-01-27",74.276
"1937-01-28",74.246
"1937-01-29",74.273
"1937-01-30",74.267
"1937-01-31",74.261
"1937-02-01",74.355
"1937-02-02",74.346
"1937-02-03",74.316
"1937-02-04",74.285
"1937-02-05",74.307
"1937-02-06",74.307
"1937-02-07",74.322
"1937-02-08",74.264
"1937-02-09",74.359
"1937-02-10",74.374
"1937-02-11",74.362
"1937-02-12",74.331
"1937-02-13",74.328
"1937-02-14",74.359
"1937-02-15",74.41
"1937-02-16",74.362
"1937-02-17",74.346
"1937-02-18",74.331
"1937-02-19",74.343
"1937-02-20",74.331
"1937-02-21",74.301
"1937-02-22",74.392
"1937-02-23",74.392
"1937-02-24",74.383
"1937-02-25",74.41
"1937-02-26",74.435
"1937-02-27",74.438
"1937-02-28",74.407
"1937-03-01",74.41
"1937-03-02",74.413
"1937-03-03",74.392
"1937-03-04",74.392
"1937-03-05",74.404
"1937-03-06",74.398
"1937-03-07",74.407
"1937-03-08",74.395
"1937-03-09",74.444
"1937-03-10",74.423
"1937-03-11",74.395
"1937-03-12",74.386
"1937-03-13",74.413
"1937-03-14",74.392
"1937-03-15",74.392
"1937-03-16",74.447
"1937-03-17",74.468
"1937-03-18",74.41
"1937-03-19",74.413
"1937-03-20",74.374
"1937-03-21",74.426
"1937-03-22",74.426
"1937-03-23",74.41
"1937-03-24",74.374
"1937-03-25",74.398
"1937-03-26",74.432
"1937-03-27",74.432
"1937-03-28",74.423
"1937-03-29",74.419
"1937-03-30",74.389
"1937-03-31",74.377
"1937-04-01",74.362
"1937-04-02",74.371
"1937-04-03",74.374
"1937-04-04",74.334
"1937-04-05",74.331
"1937-04-06",74.401
"1937-04-07",74.423
"1937-04-08",74.416
"1937-04-09",74.429
"1937-04-10",74.444
"1937-04-11",74.45
"1937-04-12",74.441
"1937-04-13",74.426
"1937-04-14",74.441
"1937-04-15",74.462
"1937-04-16",74.462
"1937-04-17",74.438
"1937-04-18",74.471
"1937-04-19",74.471
"1937-04-20",74.477
"1937-04-21",74.441
"1937-04-22",74.483
"1937-04-23",74.532
"1937-04-24",74.526
"1937-04-25",74.532
"1937-04-26",74.544
"1937-04-27",74.563
"1937-04-28",74.584
"1937-04-29",74.608
"1937-04-30",74.608
"1937-05-01",74.624
"1937-05-02",74.627
"1937-05-03",74.63
"1937-05-04",74.636
"1937-05-05",74.648
"1937-05-06",74.672
"1937-05-07",74.663
"1937-05-08",74.669
"1937-05-09",74.679
"1937-05-10",74.688
"1937-05-11",74.679
"1937-05-12",74.669
"1937-05-13",74.694
"1937-05-14",74.706
"1937-05-15",74.697
"1937-05-16",74.691
"1937-05-17",74.727
"1937-05-18",74.73
"1937-05-19",74.74
"1937-05-20",74.758
"1937-05-21",74.736
"1937-05-22",74.74
"1937-05-23",74.761
"1937-05-24",74.758
"1937-05-25",74.761
"1937-05-26",74.758
"1937-05-27",74.773
"1937-05-28",74.776
"1937-05-29",74.773
"1937-05-30",74.773
"1937-05-31",74.767
"1937-06-01",74.776
"1937-06-02",74.776
"1937-06-03",74.782
"1937-06-04",74.776
"1937-06-05",74.767
"1937-06-06",74.764
"1937-06-07",74.767
"1937-06-08",74.764
"1937-06-09",74.776
"1937-06-10",74.776
"1937-06-11",74.773
"1937-06-12",74.773
"1937-06-13",74.764
"1937-06-14",74.767
"1937-06-15",74.767
"1937-06-16",74.755
"1937-06-17",74.743
"1937-06-18",74.776
"1937-06-19",74.773
"1937-06-20",74.767
"1937-06-21",74.776
"1937-06-22",74.797
"1937-06-23",74.791
"1937-06-24",74.791
"1937-06-25",74.788
"1937-06-26",74.791
"1937-06-27",74.785
"1937-06-28",74.791
"1937-06-29",74.807
"1937-06-30",74.8
"1937-07-01",74.776
"1937-07-02",74.791
"1937-07-03",74.797
"1937-07-04",74.788
"1937-07-05",74.791
"1937-07-06",74.785
"1937-07-07",74.782
"1937-07-08",74.785
"1937-07-09",74.785
"1937-07-10",74.788
"1937-07-11",74.791
"1937-07-12",74.794
"1937-07-13",74.776
"1937-07-14",74.743
"1937-07-15",74.749
"1937-07-16",74.776
"1937-07-17",74.785
"1937-07-18",74.791
"1937-07-19",74.782
"1937-07-20",74.773
"1937-07-21",74.758
"1937-07-22",74.749
"1937-07-23",74.743
"1937-07-24",74.746
"1937-07-25",74.736
"1937-07-26",74.776
"1937-07-27",74.788
"1937-07-28",74.776
"1937-07-29",74.764
"1937-07-30",74.761
"1937-07-31",74.752
"1937-08-01",74.74
"1937-08-02",74.733
"1937-08-03",74.721
"1937-08-04",74.712
"1937-08-05",74.709
"1937-08-06",74.7
"1937-08-07",74.697
"1937-08-08",74.694
"1937-08-09",74.694
"1937-08-10",74.688
"1937-08-11",74.697
"1937-08-12",74.715
"1937-08-13",74.743
"1937-08-14",74.73
"1937-08-15",74.715
"1937-08-16",74.706
"1937-08-17",74.709
"1937-08-18",74.703
"1937-08-19",74.688
"1937-08-20",74.712
"1937-08-21",74.709
"1937-08-22",74.669
"1937-08-23",74.639
"1937-08-24",74.636
"1937-08-25",74.633
"1937-08-26",74.63
"1937-08-27",74.63
"1937-08-28",74.636
"1937-08-29",74.636
"1937-08-30",74.642
"1937-08-31",74.642
"1937-09-01",74.651
"1937-09-02",74.654
"1937-09-03",74.654
"1937-09-04",74.66
"1937-09-05",74.621
"1937-09-06",74.596
"1937-09-07",74.596
"1937-09-08",74.599
"1937-09-09",74.584
"1937-09-10",74.572
"1937-09-11",74.59
"1937-09-12",74.621
"1937-09-13",74.587
"1937-09-14",74.584
"1937-09-15",74.547
"1937-09-16",74.566
"1937-09-17",74.578
"1937-09-18",74.541
"1937-09-19",74.584
"1937-09-20",74.569
"1937-09-21",74.529
"1937-09-22",74.508
"1937-09-23",74.499
"1937-09-24",74.499
"1937-09-25",74.496
"1937-09-26",74.526
"1937-09-27",74.496
"1937-09-28",74.468
"1937-09-29",74.465
"1937-09-30",74.444
"1937-10-01",74.435
"1937-10-02",74.429
"1937-10-03",74.398
"1937-10-04",74.404
"1937-10-05",74.395
"1937-10-06",74.423
"1937-10-07",74.456
"1937-10-08",74.456
"1937-10-09",74.419
"1937-10-10",74.41
"1937-10-11",74.401
"1937-10-12",74.416
"1937-10-13",74.419
"1937-10-14",74.401
"1937-10-15",74.398
"1937-10-16",74.38
"1937-10-17",74.337
"1937-10-18",74.322
"1937-10-19",74.359
"1937-10-20",74.377
"1937-10-21",74.383
"1937-10-22",74.38
"1937-10-23",74.419
"1937-10-24",74.416
"1937-10-25",74.392
"1937-10-26",74.374
"1937-10-27",74.41
"1937-10-28",74.426
"1937-10-29",74.413
"1937-10-30",74.447
"1937-10-31",74.426
"1937-11-01",74.374
"1937-11-02",74.407
"1937-11-03",74.441
"1937-11-04",74.395
"1937-11-05",74.377
"1937-11-06",74.401
"1937-11-07",74.368
"1937-11-08",74.343
"1937-11-09",74.404
"1937-11-10",74.386
"1937-11-11",74.362
"1937-11-12",74.334
"1937-11-13",74.365
"1937-11-14",74.407
"1937-11-15",74.419
"1937-11-16",74.438
"1937-11-17",74.447
"1937-11-18",74.447
"1937-11-19",74.426
"1937-11-20",74.438
"1937-11-21",74.441
"1937-11-22",74.444
"1937-11-23",74.426
"1937-11-24",74.395
"1937-11-25",74.383
"1937-11-26",74.377
"1937-11-27",74.383
"1937-11-28",74.362
"1937-11-29",74.413
"1937-11-30",74.435
"1937-12-01",74.398
"1937-12-02",74.392
"1937-12-03",74.374
"1937-12-04",74.362
"1937-12-05",74.368
"1937-12-06",74.377
"1937-12-07",74.441
"1937-12-08",74.359
"1937-12-09",74.349
"1937-12-10",74.352
"1937-12-11",74.365
"1937-12-12",74.371
"1937-12-13",74.377
"1937-12-14",74.352
"1937-12-15",74.31
"1937-12-16",74.307
"1937-12-17",74.304
"1937-12-18",74.328
"1937-12-19",74.343
"1937-12-20",74.325
"1937-12-21",74.349
"1937-12-22",74.362
"1937-12-23",74.383
"1937-12-24",74.322
"1937-12-25",74.362
"1937-12-26",74.383
"1937-12-27",74.34
"1937-12-28",74.349
"1937-12-29",74.328
"1937-12-30",74.337
"1937-12-31",74.285
"1938-01-01",74.295
"1938-01-02",74.337
"1938-01-03",74.319
"1938-01-04",74.322
"1938-01-05",74.325
"1938-01-06",74.295
"1938-01-07",74.319
"1938-01-08",74.325
"1938-01-09",74.319
"1938-01-10",74.301
"1938-01-11",74.285
"1938-01-12",74.273
"1938-01-13",74.322
"1938-01-14",74.301
"1938-01-15",74.304
"1938-01-16",74.282
"1938-01-17",74.285
"1938-01-18",74.282
"1938-01-19",74.27
"1938-01-20",74.273
"1938-01-21",74.267
"1938-01-22",74.273
"1938-01-23",74.279
"1938-01-24",74.209
"1938-01-25",74.298
"1938-01-26",74.295
"1938-01-27",74.307
"1938-01-28",74.304
"1938-01-29",74.301
"1938-01-30",74.276
"1938-01-31",74.334
"1938-02-01",74.301
"1938-02-02",74.264
"1938-02-03",74.267
"1938-02-04",74.316
"1938-02-05",74.261
"1938-02-06",74.304
"1938-02-07",74.359
"1938-02-08",74.328
"1938-02-09",74.349
"1938-02-10",74.377
"1938-02-11",74.334
"1938-02-12",74.346
"1938-02-13",74.346
"1938-02-14",74.429
"1938-02-15",74.419
"1938-02-16",74.41
"1938-02-17",74.374
"1938-02-18",74.416
"1938-02-19",74.419
"1938-02-20",74.423
"1938-02-21",74.419
"1938-02-22",74.398
"1938-02-23",74.441
"1938-02-24",74.447
"1938-02-25",74.456
"1938-02-26",74.432
"1938-02-27",74.462
"1938-02-28",74.505
"1938-03-01",74.496
"1938-03-02",74.468
"1938-03-03",74.462
"1938-03-04",74.441
"1938-03-05",74.447
"1938-03-06",74.517
"1938-03-07",74.526
"1938-03-08",74.52
"1938-03-09",74.532
"1938-03-10",74.511
"1938-03-11",74.502
"1938-03-12",74.502
"1938-03-13",74.508
"1938-03-14",74.511
"1938-03-15",74.496
"1938-03-16",74.483
"1938-03-17",74.511
"1938-03-18",74.532
"1938-03-19",74.529
"1938-03-20",74.541
"1938-03-21",74.547
"1938-03-22",74.557
"1938-03-23",74.569
"1938-03-24",74.615
"1938-03-25",74.593
"1938-03-26",74.633
"1938-03-27",74.651
"1938-03-28",74.63
"1938-03-29",74.627
"1938-03-30",74.608
"1938-03-31",74.608
"1938-04-01",74.666
"1938-04-02",74.672
"1938-04-03",74.672
"1938-04-04",74.676
"1938-04-05",74.682
"1938-04-06",74.657
"1938-04-07",74.648
"1938-04-08",74.621
"1938-04-09",74.691
"1938-04-10",74.709
"1938-04-11",74.66
"1938-04-12",74.691
"1938-04-13",74.682
"1938-04-14",74.691
"1938-04-15",74.703
"1938-04-16",74.703
"1938-04-17",74.669
"1938-04-18",74.715
"1938-04-19",74.712
"1938-04-20",74.724
"1938-04-21",74.736
"1938-04-22",74.758
"1938-04-23",74.749
"1938-04-24",74.733
"1938-04-25",74.743
"1938-04-26",74.743
"1938-04-27",74.743
"1938-04-28",74.74
"1938-04-29",74.743
"1938-04-30",74.758
"1938-05-01",74.752
"1938-05-02",74.752
"1938-05-03",74.746
"1938-05-04",74.743
"1938-05-05",74.746
"1938-05-06",74.755
"1938-05-07",74.758
"1938-05-08",74.746
"1938-05-09",74.74
"1938-05-10",74.758
"1938-05-11",74.764
"1938-05-12",74.761
"1938-05-13",74.755
"1938-05-14",74.733
"1938-05-15",74.758
"1938-05-16",74.764
"1938-05-17",74.764
"1938-05-18",74.746
"1938-05-19",74.73
"1938-05-20",74.746
"1938-05-21",74.752
"1938-05-22",74.752
"1938-05-23",74.73
"1938-05-24",74.767
"1938-05-25",74.752
"1938-05-26",74.749
"1938-05-27",74.755
"1938-05-28",74.752
"1938-05-29",74.743
"1938-05-30",74.73
"1938-05-31",74.736
"1938-06-01",74.727
"1938-06-02",74.724
"1938-06-03",74.736
"1938-06-04",74.73
"1938-06-05",74.74
"1938-06-06",74.721
"1938-06-07",74.721
"1938-06-08",74.743
"1938-06-09",74.74
"1938-06-10",74.724
"1938-06-11",74.73
"1938-06-12",74.74
"1938-06-13",74.749
"1938-06-14",74.736
"1938-06-15",74.727
"1938-06-16",74.718
"1938-06-17",74.721
"1938-06-18",74.727
"1938-06-19",74.727
"1938-06-20",74.721
"1938-06-21",74.727
"1938-06-22",74.721
"1938-06-23",74.715
"1938-06-24",74.712
"1938-06-25",74.715
"1938-06-26",74.712
"1938-06-27",74.697
"1938-06-28",74.697
"1938-06-29",74.688
"1938-06-30",74.679
"1938-07-01",74.685
"1938-07-02",74.688
"1938-07-03",74.682
"1938-07-04",74.682
"1938-07-05",74.685
"1938-07-06",74.679
"1938-07-07",74.666
"1938-07-08",74.663
"1938-07-09",74.669
"1938-07-10",74.676
"1938-07-11",74.669
"1938-07-12",74.685
"1938-07-13",74.672
"1938-07-14",74.669
"1938-07-15",74.691
"1938-07-16",74.679
"1938-07-17",74.676
"1938-07-18",74.679
"1938-07-19",74.672
"1938-07-20",74.669
"1938-07-21",74.654
"1938-07-22",74.639
"1938-07-23",74.648
"1938-07-24",74.66
"1938-07-25",74.654
"1938-07-26",74.657
"1938-07-27",74.663
"1938-07-28",74.648
"1938-07-29",74.669
"1938-07-30",74.672
"1938-07-31",74.669
"1938-08-01",74.688
"1938-08-02",74.694
"1938-08-03",74.697
"1938-08-04",74.694
"1938-08-05",74.691
"1938-08-06",74.679
"1938-08-07",74.679
"1938-08-08",74.669
"1938-08-09",74.669
"1938-08-10",74.645
"1938-08-11",74.721
"1938-08-12",74.709
"1938-08-13",74.7
"1938-08-14",74.676
"1938-08-15",74.679
"1938-08-16",74.679
"1938-08-17",74.672
"1938-08-18",74.697
"1938-08-19",74.676
"1938-08-20",74.66
"1938-08-21",74.648
"1938-08-22",74.663
"1938-08-23",74.654
"1938-08-24",74.669
"1938-08-25",74.651
"1938-08-26",74.63
"1938-08-27",74.63
"1938-08-28",74.602
"1938-08-29",74.59
"1938-08-30",74.59
"1938-08-31",74.56
"1938-09-01",74.593
"1938-09-02",74.566
"1938-09-03",74.557
"1938-09-04",74.593
"1938-09-05",74.581
"1938-09-06",74.554
"1938-09-07",74.541
"1938-09-08",74.514
"1938-09-09",74.493
"1938-09-10",74.468
"1938-09-11",74.462
"1938-09-12",74.471
"1938-09-13",74.499
"1938-09-14",74.474
"1938-09-15",74.52
"1938-09-16",74.523
"1938-09-17",74.502
"1938-09-18",74.483
"1938-09-19",74.499
"1938-09-20",74.496
"1938-09-21",74.538
"1938-09-22",74.554
"1938-09-23",74.575
"1938-09-24",74.584
"1938-09-25",74.569
"1938-09-26",74.547
"1938-09-27",74.572
"1938-09-28",74.566
"1938-09-29",74.56
"1938-09-30",74.551
"1938-10-01",74.551
"1938-10-02",74.529
"1938-10-03",74.52
"1938-10-04",74.514
"1938-10-05",74.511
"1938-10-06",74.49
"1938-10-07",74.477
"1938-10-08",74.468
"1938-10-09",74.487
"1938-10-10",74.474
"1938-10-11",74.468
"1938-10-12",74.465
"1938-10-13",74.465
"1938-10-14",74.474
"1938-10-15",74.465
"1938-10-16",74.465
"1938-10-17",74.465
"1938-10-18",74.453
"1938-10-19",74.459
"1938-10-20",74.474
"1938-10-21",74.477
"1938-10-22",74.429
"1938-10-23",74.416
"1938-10-24",74.462
"1938-10-25",74.471
"1938-10-26",74.429
"1938-10-27",74.456
"1938-10-28",74.441
"1938-10-29",74.432
"1938-10-30",74.413
"1938-10-31",74.398
"1938-11-01",74.389
"1938-11-02",74.386
"1938-11-03",74.368
"1938-11-04",74.359
"1938-11-05",74.365
"1938-11-06",74.371
"1938-11-07",74.365
"1938-11-08",74.395
"1938-11-09",74.404
"1938-11-10",74.371
"1938-11-11",74.368
"1938-11-12",74.349
"1938-11-13",74.377
"1938-11-14",74.45
"1938-11-15",74.398
"1938-11-16",74.346
"1938-11-17",74.34
"1938-11-18",74.346
"1938-11-19",74.365
"1938-11-20",74.368
"1938-11-21",74.343
"1938-11-22",74.362
"1938-11-23",74.359
"1938-11-24",74.334
"1938-11-25",74.337
"1938-11-26",74.285
"1938-11-27",74.316
"1938-11-28",74.334
"1938-11-29",74.313
"1938-11-30",74.34
"1938-12-01",74.322
"1938-12-02",74.27
"1938-12-03",74.234
"1938-12-04",74.295
"1938-12-05",74.27
"1938-12-06",74.337
"1938-12-07",74.298
"1938-12-08",74.285
"1938-12-09",74.291
"1938-12-10",74.328
"1938-12-11",74.291
"1938-12-12",74.337
"1938-12-13",74.307
"1938-12-14",74.316
"1938-12-15",74.301
"1938-12-16",74.246
"1938-12-17",74.255
"1938-12-18",74.279
"1938-12-19",74.279
"1938-12-20",74.264
"1938-12-21",74.267
"1938-12-22",74.273
"1938-12-23",74.224
"1938-12-24",74.27
"1938-12-25",74.27
"1938-12-26",74.212
"1938-12-27",74.285
"1938-12-28",74.316
"1938-12-29",74.246
"1938-12-30",74.276
"1938-12-31",74.264
"1939-01-01",74.267
"1939-01-02",74.291
"1939-01-03",74.234
"1939-01-04",74.224
"1939-01-05",74.197
"1939-01-06",74.252
"1939-01-07",74.255
"1939-01-08",74.291
"1939-01-09",74.24
"1939-01-10",74.27
"1939-01-11",74.298
"1939-01-12",74.276
"1939-01-13",74.237
"1939-01-14",74.252
"1939-01-15",74.243
"1939-01-16",74.258
"1939-01-17",74.258
"1939-01-18",74.227
"1939-01-19",74.249
"1939-01-20",74.24
"1939-01-21",74.218
"1939-01-22",74.316
"1939-01-23",74.255
"1939-01-24",74.234
"1939-01-25",74.313
"1939-01-26",74.24
"1939-01-27",74.246
"1939-01-28",74.215
"1939-01-29",74.224
"1939-01-30",74.185
"1939-01-31",74.249
"1939-02-01",74.227
"1939-02-02",74.209
"1939-02-03",74.255
"1939-02-04",74.279
"1939-02-05",74.227
"1939-02-06",74.224
"1939-02-07",74.267
"1939-02-08",74.237
"1939-02-09",74.23
"1939-02-10",74.176
"1939-02-11",74.282
"1939-02-12",74.249
"1939-02-13",74.224
"1939-02-14",74.227
"1939-02-15",74.264
"1939-02-16",74.276
"1939-02-17",74.243
"1939-02-18",74.273
"1939-02-19",74.234
"1939-02-20",74.273
"1939-02-21",74.282
"1939-02-22",74.34
"1939-02-23",74.325
"1939-02-24",74.325
"1939-02-25",74.316
"1939-02-26",74.313
"1939-02-27",74.359
"1939-02-28",74.304
"1939-03-01",74.401
"1939-03-02",74.359
"1939-03-03",74.346
"1939-03-04",74.352
"1939-03-05",74.365
"1939-03-06",74.423
"1939-03-07",74.474
"1939-03-08",74.401
"1939-03-09",74.404
"1939-03-10",74.423
"1939-03-11",74.38
"1939-03-12",74.38
"1939-03-13",74.447
"1939-03-14",74.429
"1939-03-15",74.398
"1939-03-16",74.462
"1939-03-17",74.459
"1939-03-18",74.456
"1939-03-19",74.435
"1939-03-20",74.465
"1939-03-21",74.459
"1939-03-22",74.453
"1939-03-23",74.441
"1939-03-24",74.438
"1939-03-25",74.435
"1939-03-26",74.45
"1939-03-27",74.477
"1939-03-28",74.49
"1939-03-29",74.48
"1939-03-30",74.49
"1939-03-31",74.538
"1939-04-01",74.538
"1939-04-02",74.599
"1939-04-03",74.627
"1939-04-04",74.618
"1939-04-05",74.587
"1939-04-06",74.605
"1939-04-07",74.618
"1939-04-08",74.599
"1939-04-09",74.624
"1939-04-10",74.599
"1939-04-11",74.636
"1939-04-12",74.685
"1939-04-13",74.688
"1939-04-14",74.66
"1939-04-15",74.688
"1939-04-16",74.669
"1939-04-17",74.645
"1939-04-18",74.682
"1939-04-19",74.706
"1939-04-20",74.733
"1939-04-21",74.727
"1939-04-22",74.752
"1939-04-23",74.752
"1939-04-24",74.755
"1939-04-25",74.773
"1939-04-26",74.788
"1939-04-27",74.791
"1939-04-28",74.8
"1939-04-29",74.81
"1939-04-30",74.813
"1939-05-01",74.81
"1939-05-02",74.807
"1939-05-03",74.807
"1939-05-04",74.8
"1939-05-05",74.797
"1939-05-06",74.804
"1939-05-07",74.804
"1939-05-08",74.807
"1939-05-09",74.813
"1939-05-10",74.813
"1939-05-11",74.825
"1939-05-12",74.825
"1939-05-13",74.819
"1939-05-14",74.81
"1939-05-15",74.794
"1939-05-16",74.8
"1939-05-17",74.81
"1939-05-18",74.8
"1939-05-19",74.794
"1939-05-20",74.794
"1939-05-21",74.8
"1939-05-22",74.804
